pair_id,similarity_type,candidate_id,job_id,candidate_title,job_title,candidate_skills,job_requirements,predicted_similarity,human_label
176,high,7677,5171,Tài Xế Giao Nhận,Chuyên Viên Rnd Tiếng Anh Giao Tiếp,"['lái xe an toàn (bằng lái b2/c)', 'thông thạo tuyến đường thành phố và liên tỉnh', 'quản lý lộ trình hiệu quả', 'kiểm tra và bảo dưỡng xe cơ bản', 'trung thực, Cẩn thận', 'giao tiếp khách hàng']","Độ tuổi: > 22 tuổiHọc vấn: Tốt nghiệp ĐH chuyên ngành: Tiếng Anh, Ngôn ngữ Anh, Biên dịch, Kinh tế,...Anh ngữ: TOEIC ≥ 900 hoặc IELTS ≥ 7.5Vi tính: Kỹ năng văn phòng.Kinh nghiệm: - Đã có kinh nghiệm trong việc nghiên cứu và phát triển giáo trình Tiếng Anh.- Kinh nghiệm làm biên dịch các tài liệu: Kinh tế, Quản trị, Lãnh đạo, xây dựng học liệu là một lợi thế.- Ưu tiên ứng viên có kinh nghiệm giảng dạy, có chứng chỉ TESOL, ESOL, CELTA hoặc TEFL.Kỹ năng:- Khả năng phát âm tốt.- Yêu thích công việc chia sẻ, đào tạo & phát triển con người.- Khả năng giao tiếp tốt và khuyến khích học viên nói tiếng Anh.Thái độ, tố chất:- Trung thực, nhiệt tình, có trách nhiệm với công việc.- Tâm huyết, có tinh thần học hỏi và phát triển bản thân, gắn bó và yêu thích sự đổi mới sáng tạo.- Nhanh nhẹn, chủ động.Yêu cầu khác: Có máy tính cá nhân, tham gia quá trình huấn luyện để đảm bảo yêu cầu.Ngoại hình: Sáng sủa, ưa nhìn.",0.849,
177,medium,7677,1055,Tài Xế Giao Nhận,Nhân Viên Sales Dược Mỹ Phẩm Nhật Bản ( Lương Cứng 7Tr-12Tr + Hoa Hồng),"['lái xe an toàn (bằng lái b2/c)', 'thông thạo tuyến đường thành phố và liên tỉnh', 'quản lý lộ trình hiệu quả', 'kiểm tra và bảo dưỡng xe cơ bản', 'trung thực, Cẩn thận', 'giao tiếp khách hàng']","- Ứng viên có kênh phân phối hàng mỹ phẩm/TPCN hoặc có kinh nghiệm về Sales / Kinh doanh / tư vấn lĩnh vực bất kì là 1 lợi thế- Năng động trong công việc- Khả năng giao tiếp tốt, kỹ năng đàm phán, thuyết phục khách hàng- Có laptop cá nhân- Yêu thích Mỹ phẩm, làm đẹp",0.587,
178,random,7677,10572,Tài Xế Giao Nhận,Nhân vien Sales Admin,"['lái xe an toàn (bằng lái b2/c)', 'thông thạo tuyến đường thành phố và liên tỉnh', 'quản lý lộ trình hiệu quả', 'kiểm tra và bảo dưỡng xe cơ bản', 'trung thực, Cẩn thận', 'giao tiếp khách hàng']","- 1 năm kinh nghiệm ở vị trí tương đương. - Thành thạo tin học văn phòng. - Thái độ làm việc tích cực, ham học hỏi. - Tốt nghiệp Cao đẳng trở lên. - Có kinh nghiệm về kinh doanh & bán hàng - Giao tiếp tốt, năng động - Vui vẻ & hòa nhã.",0.289,
179,medium,19621,5486,"Chất lượng, kỹ sư phân tích",Kế Toán Công Trình Làm Việc Tại Văn Phòng Hà Nội,"['quản lý chất lượng (qa/qc)', 'phân tích dữ liệu', 'iso 9001:2015', 'six sigma', 'giải quyết vấn đề', 'sử dụng thành thạo minitab, Excel']","- Tốt nghiệp trung cấp, cao đẳng, đại học chuyên ngành kinh tế, quản trị kinh doanh...- Có ít nhất 01 năm kinh nghiệm- Sử dụng tốt phần mềm kế toán (Misa)- Thành thạo excel- Cẩn thận, trung thực, tư duy tốt, chịu được áp lực trong công việc.",0.505,
180,random,19621,5780,"Chất lượng, kỹ sư phân tích",Trợ Lý Giám Đốc,"['quản lý chất lượng (qa/qc)', 'phân tích dữ liệu', 'iso 9001:2015', 'six sigma', 'giải quyết vấn đề', 'sử dụng thành thạo minitab, Excel']","- Nam tốt nghiệp Đại học Ngoại Thương, Kinh tế Quốc dân, Đại Học Quốc gia bằng khá trở lên- Chưa có gia đình và biết lái xe ô tô - Tiếng Anh , Tiếng Hàn, tiếng Trung nghe nói tốt (là một lợi thế)- Có kinh nghiệm làm trợ lý cho GĐ trong lĩnh vực thương mại, xuất nhập khẩu.- Có khả năng làm thêm ngoài giờ.- Biết lắng nghe, cái tôi không quá cao- Tinh nhanh, hoạt ngôn trong cách nói chuyện, xử lý tình huống tốt",0.22,
181,medium,32033,13648,Kỹ Sư Xây Dựng,Kỹ sư cơ khí,"['đọc bản vẽ kỹ thuật', 'kiến thức về vật liệu xây dựng', 'autocad', 'revit', 'kỹ năng làm việc nhóm', 'giải quyết vấn đề']","- Nam, dưới 45 tuổi. Tốt nghiệp đại học chuyên ngành kỹ sư cơ khí, chế tạo máy… - Đã có kinh nghiệm làm việc ở vị trí liên quan - Thành thạo các phần mềm kỹ thuật: AutoCad, 3D, SolidWork,... - Biết Tiếng Anh là một lợi thế - Sức khỏe tốt, chịu được áp lực công việc",0.569,
182,random,32033,9947,Kỹ Sư Xây Dựng,TUYỂN LỄ TÂN TIẾP ĐÓN KHÁCH HÀNG,"['đọc bản vẽ kỹ thuật', 'kiến thức về vật liệu xây dựng', 'autocad', 'revit', 'kỹ năng làm việc nhóm', 'giải quyết vấn đề']","- Tốt nghiệp Trung cấp/Cao đẳng... - Độ tuổi từ 18 đến 30; - Ngoại hình sáng, giao tiếp tốt; - Tin học văn phòng cơ bản; - Làm việc theo ca (có thể làm việc ngày Chủ nhật); - Ưu tiên ứng viên có kinh nghiệm làm việc trong lĩnh vực chứng khoán",0.398,
183,high,44552,8408,Nhân Viên Hỗ Trợ Kinh Doanh,Nhân Viên Tư Vấn Giáo Dục (Nhân Viên Ghi Danh),"['kỹ năng giao tiếp tốt', 'sử dụng thành thạo microsoft office (word, Excel, Powerpoint)', 'kỹ năng tổ chức và quản lý thời gian', 'tư duy dịch vụ khách hàng', 'khả năng học hỏi nhanh', 'làm việc nhóm']","– Trung thực, nhiệt tình, hợp tác;– Nữ độ tuổi từ 21-28 tuổi;– Tốt nghiệp Trung cấp trở lên tất cả các chuyên ngành;– Sử dụng tốt Microsoft Office Excel và Word;– Chưa có kinh nghiệm sẽ được hướng dẫn, đào tạo; Ưu tiên những bạn có kinh nghiệm.",0.9,
184,medium,44552,10959,Nhân Viên Hỗ Trợ Kinh Doanh,TUYỂN NHÂN VIÊN KINH DOANH BĐS NHÀ PHỐ CÓ HỖ TRỢ LƯƠNG CỨNG,"['kỹ năng giao tiếp tốt', 'sử dụng thành thạo microsoft office (word, Excel, Powerpoint)', 'kỹ năng tổ chức và quản lý thời gian', 'tư duy dịch vụ khách hàng', 'khả năng học hỏi nhanh', 'làm việc nhóm']","- Tốt nghiệp THPT trở lên - Nam/nữ (từ 20 – 50 tuổi) - Có đầy đủ phương tiện làm việc: Laptop, điện thoại, xe máy,… - Có kỹ năng làm việc đội nhóm, hỗ trợ, giúp đỡ đông nghiệp - Chịu được áp lực công việc - Ưu tiên người có kinh nghiệm về BĐS, vẫn chấp nhận sinh viên mới ra trường",0.602,
185,random,44552,11772,Nhân Viên Hỗ Trợ Kinh Doanh,TRƯỞNG BỘ PHẬN KINH DOANH,"['kỹ năng giao tiếp tốt', 'sử dụng thành thạo microsoft office (word, Excel, Powerpoint)', 'kỹ năng tổ chức và quản lý thời gian', 'tư duy dịch vụ khách hàng', 'khả năng học hỏi nhanh', 'làm việc nhóm']","- Có kinh nghiệm trong lĩnh vực BĐS (KHÔNG NHIỀU). - Tốt nghiệp THPT. - Từ 25 – 40 tuổi. - Khả năng lãnh đạo đội nhóm, giải quyết vấn đề linh hoạt.- Khả năng giao tiếp và thuyết phục tốt.- THỨ 2 – THỨ 7, 08h – 17h (nghỉ trưa 1h30, 12h-13h30). Chủ Nhật đi dự án.",0.326,
186,medium,12116,3973,Admin Trại,Nhân Viên Kinh Doanh Thị Trường,"['quản lý hành chính', 'quản lý hồ sơ & văn bản', 'tổ chức sự kiện nội bộ', 'hỗ trợ tuyển dụng & chấm công', 'quản lý cơ sở vật chất', 'kỹ năng giao tiếp & đàm phán']","- Nam/ nữ tốt nghiệp từ trung cấp trở lên - ưu tiên ứng viên học các khối ngành kỹ thuật, khỏe mạnh, giao tiếp tốt- Yêu thích kinh doanh, nhanh nhẹn, nhạy bén, nhiệt tình, trung thực- Kỹ năng thuyết trình và hiểu tâm lý khách hàng- Có kinh nghiệm 1 năm ở vị trí nhân viên kinh doanh, ưu tiên ứng viên từng kinh doanh sản phẩm vật liệu xây dựng- Có kinh nghiệm tiếp xúc với các công trình xây dựng và có khả năng tiếp cận để giới thiệu sản phẩm- Chủ động trong công việc, trách nhiệm cao- Chịu khó, ham học hỏi/ chịu được áp lực",0.697,
187,random,12116,2043,Admin Trại,Kế Toán Tổng Hợp Lương Từ 15 Đến 20 Triệu + Thưởng (Chỉ Tuyển Nữ),"['quản lý hành chính', 'quản lý hồ sơ & văn bản', 'tổ chức sự kiện nội bộ', 'hỗ trợ tuyển dụng & chấm công', 'quản lý cơ sở vật chất', 'kỹ năng giao tiếp & đàm phán']","- Nữ. Sức khoẻ tốt.- Cẩn thận, làm việc khoa học và khả năng tổ chức tốt.- Chịu được áp lực cao trong công việc.- Có ít nhất 4 năm kinh nghiệm làm việc trong mảng Kế toán, trong đó ít nhất 2 năm là Kế toán Tổng hợp hoặc Kế toán Trưởng.- Có kinh nghiệm làm việc trong các môi trường thiên về bán hàng online, bán lẻ hoặc phân phối hệ thống là 1 lợi thế.- Ưu tiên ứng viên từng làm việc ở các công ty vừa và nhỏ, có khả năng làm việc đa năng và quán xuyến tốt mọi công việc trong Phòng Kế toán.",0.159,
188,medium,8136,1296,Documentations Intern,Chuyên Viên Total Rewards,"['tiếng anh chuyên ngành xnk', 'tin học văn phòng (word, Excel)', 'khả năng sắp xếp và tổ chức', 'chú ý chi tiết', 'tìm hiểu và phân tích thông tin', 'kiến thức cơ bản về incoterms']","Tốt nghiệp Đại học các chuyên ngành Quản trị Nhân sự, Kinh tế, hoặc các chuyên ngành có liên quan;Có định hướng phát triển chuyên môn trong mảng Total RewardsCó ít nhất 3 năm kinh nghiệm về Total Rewards/ C&B/ Payroll/ HR General/ Data Analysis.Trung thực, cẩn thận, cầu tiến, thái độ tích cực;Năng động, nhiệt tình, thích ứng với sự thay đổi và chịu được áp lực cao trong công việc.Xử lý dữ liệu lớn trên Excel và/hoặc các công cụ xử lý; biết phân tích và trực quan hóa dữ liệu; có hiểu biết cơ bản về Bộ luật Lao độngCó kỹ năng làm việc nhóm; kỹ năng giao tiếp, thuyết phục các đối tượng thuộc nhiều cấp bậc khác nhau trong tổ chức; tư duy-logic tốt, nhạy bén.",0.637,
189,random,8136,11794,Documentations Intern,Nhân viên kinh doanh bán xe ô tô,"['tiếng anh chuyên ngành xnk', 'tin học văn phòng (word, Excel)', 'khả năng sắp xếp và tổ chức', 'chú ý chi tiết', 'tìm hiểu và phân tích thông tin', 'kiến thức cơ bản về incoterms']","-Thực hiện chỉ tiêu bán hàng của cá nhân. -Tìm kiếm, chăm sóc, phát triển mối quan hệ với khách hàng; Tham gia thực hiện các hoạt động marketing tại thị trường được giao. -Tuân thủ các chính sách, quy định về bán hàng, theo dõi thực hiện Hợp đồng Bán hàng. -Trao dồi kiến thức, rèn luyện nâng cao khả năng tư vấn sản phẩm, kỹ năng bán hàng",0.336,
190,high,36098,5817,Giám Sát Cửa Hàng,Nhân Viên Tư Vấn Telesales - Lương Cứng Đến 10 Triệu,"['khả năng lãnh đạo (tiềm năng)', 'kỹ năng giao tiếp', 'phục vụ khách hàng', 'giải quyết vấn đề', 'tinh thần trách nhiệm', 'học hỏi nhanh', 'làm việc nhóm hiệu quả']","- Có trách nhiệm với công việc, kỹ năng giao tiếp tốt, giọng nói dễ nghe- Có khả năng học hỏi nhanh và chịu được áp lực- Ưu tiên các bạn đã có kinh nghiệm chăm sóc khách hàng, tư vấn.... - Ưu tiên Có sẵn laptop làm việc",0.808,
191,medium,36098,1472,Giám Sát Cửa Hàng,Chuyên Viên Phát Triển Mặt Bằng (Site Development Executive) - Ila Vietnam,"['khả năng lãnh đạo (tiềm năng)', 'kỹ năng giao tiếp', 'phục vụ khách hàng', 'giải quyết vấn đề', 'tinh thần trách nhiệm', 'học hỏi nhanh', 'làm việc nhóm hiệu quả']","Tốt nghiệp Cao đẳng trở lênCó kinh nghiệm trong lĩnh vực tìm kiếm, cho thuê mặt bằngAm hiểu thị trường Bất động sảnHiểu biết về Luật BĐSCó data mặt bằng lớnKỹ năng phân tích mặt bằng (nhận biết được mặt bằng đẹp, phân tích - đánh giá những lợi thế, tiềm năng đặc biệt của mặt bằng)Kỹ năng giao tiếp, đàm phán tốtAm hiểu pháp lý thuê mặt bằngSẵn sàng đi công tác xa, dài ngày",0.587,
192,random,36098,8731,Giám Sát Cửa Hàng,Kỹ Sư Cơ Khí (Chế Tạo Máy),"['khả năng lãnh đạo (tiềm năng)', 'kỹ năng giao tiếp', 'phục vụ khách hàng', 'giải quyết vấn đề', 'tinh thần trách nhiệm', 'học hỏi nhanh', 'làm việc nhóm hiệu quả']","- Giới tính: Nam- Độ tuổi: 21-30 tuổi- Bằng cấp/ trình độ chuyên môn:+ Kỹ sư tốt nghiệp đại học, cao đẳng chuyên ngành Kỹ thuật cơ khí.- Kinh nghiệm: không yêu cầu (có kinh nghiệm là một lợi thế).- Thời gian làm việc: từ thứ 2 đến thứ 7.",0.367,
193,high,36453,8448,Tim Việc Làm Thêm,Nhân Viên Khảo Sát Khách Hàng Làm Tại Văn Phòng (Làm Việc Thứ 2-Thứ 6),"['kỹ năng giao tiếp cơ bản', 'chăm chỉ, Chịu khó', 'quản lý thời gian', 'tinh thần trách nhiệm', 'thích nghi nhanh', 'sử dụng thành thạo điện thoại, Máy tính cơ bản']","Chăm chỉ, chịu khó, giao tiếp tốt, giọng nói dễ ngheLàm fulltime (08h30 - 17h30) - từ thứ 2 - thứ 6Tốt nghiệp trung cấp trở lênTinh thần trách nhiệm cao trong công việc",0.91,
194,medium,36453,13677,Tim Việc Làm Thêm,NHÂN VIÊN KINH DOANH THU NHẬP 25-50-100 TRIỆU THÁNG - ĐI LÀM LUÔN,"['kỹ năng giao tiếp cơ bản', 'chăm chỉ, Chịu khó', 'quản lý thời gian', 'tinh thần trách nhiệm', 'thích nghi nhanh', 'sử dụng thành thạo điện thoại, Máy tính cơ bản']","???? YÊU CẦU •Đam mê kiếm tiền, làm giàu chân chính •Yêu thích công việc, chăm chỉ, nhiệt tình, nghiêm túc •Tinh thần trách nhiệm cao, sức khoẻ tốt. •Có laptop và phương tiện di chuyển cá nhân.",0.711,
195,random,36453,8898,Tim Việc Làm Thêm,Mobile Developer ( Flutter ),"['kỹ năng giao tiếp cơ bản', 'chăm chỉ, Chịu khó', 'quản lý thời gian', 'tinh thần trách nhiệm', 'thích nghi nhanh', 'sử dụng thành thạo điện thoại, Máy tính cơ bản']","Tư duy logic tốt, có tinh thần, trách nhiệm và chủ động trong công việc.Có ít nhất từ 1 năm kinh nghiệm về phát triển Flutter (biết iOS hoặc Android Native là một điểm cộng lớn)Có kinh nghiệm tối ưu hiệu suất của appNắm vững các kỹ thuật về caching, lazy loading, SQLite, RESTful API, Push Notification, offline storageNắm vững về lập trình hướng chức năng và lập trình hướng đối tượngSử dụng thành thạo các công cụ build và phát triển app như Xcode, Gradle, Android StudioThành thạo sử dụng Git, Bibucket, Jira/ Tự tin với Git and Bitbucket, Jira skills.Có thể đọc hiểu tài liệu bằng tiếng anhCó khả năng làm việc nhóm và làm việc độc lập và giao tiếp tốt.Cẩn thận, tinh thần trách nhiệm cao, chăm chỉ, có thể chịu được áp lực trong công việc.Điểm cộng nếu có:Có hiểu biết về UX PrinciplesKiến thức về Agile, Scrum, Kanban.",0.381,
196,high,36609,7848,Kế Toán Nội Bộ - Nhân Viên Văn Phòng,Kế Toán Trưởng,"['kế toán nội bộ', 'quản lý công nợ', 'phân tích tài chính', 'phần mềm kế toán', 'kiểm soát chi phí']","1. Tốt nghiệp Đại Học chuyên nghành: tài chính, kế toán2. Có kinh nghiệm làm Kế Toán Trưởng từ 5 năm trở lên3. Sử dụng thành thạo các phần mềm Office, phần mềm kế toán, bảo hiểm4. Có tinh thần trách nhiệm, chịu được áp lực cao, có kỹ năng lãnh đạo, tổ chức, sắp xếp công việc",0.897,
197,medium,36609,11213,Kế Toán Nội Bộ - Nhân Viên Văn Phòng,Chuyên Viên Tư Vấn Bảo Hiểm Nhân Thọ,"['kế toán nội bộ', 'quản lý công nợ', 'phân tích tài chính', 'phần mềm kế toán', 'kiểm soát chi phí']","Yêu cầu ứng viên - Nam/ Nữ tuổi từ 20-55, hiện đang không làm tại bất kỳ công ty bảo hiểm nhân thọ nào trên toàn quốc. - Sử dụng thành thạo Smartphone & máy tính PC/ Laptop. - Có tinh thần cầu tiến, ham học hỏi, trung thực. - Đã từng làm việc ở vị trí bán hàng/ kinh doanh, Telesales, chăm sóc khách hàng là 1 lợi thế. - Dành được thời gian tối thiểu 2 tiếng/ ngày để tham gia các khóa đào tạo cơ bản – chuyên sâu về bảo hiểm trong vòng 2 tháng đầu tiên. - Những tố chất cần có: + Chăm chỉ, ham học hỏi. + Vui tính, hoạt bát. + Tốt nghiệp cao đẳng, trung cấp, đại học. + Muốn phát triển bản thân & tăng thu nhập.",0.696,
